path,doc_code,revision,plan_kind,status,previous_status,top_dir,size_human,card_path
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0012_R1.pdf,4521-ESP-AGE-39-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,51 KB,.yeyo-memory/cards/77f1fe56a06b4082.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0013_R1.pdf,4521-ESP-AGE-39-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,53 KB,.yeyo-memory/cards/c269b2a200524a98.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0018_R1.pdf,4521-ESP-AGE-39-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,46 KB,.yeyo-memory/cards/93d88596786f4bc0.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0019_R3.pdf,4521-ESP-AGE-39-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,503 KB,.yeyo-memory/cards/cbff539275426599.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-39-70-0029_R1.pdf,4521-ESP-AGE-39-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,44 KB,.yeyo-memory/cards/d8b4fc9c9a92f230.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0001_R2.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,172 KB,.yeyo-memory/cards/e4e4d8271e0b0dcd.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0002_R1.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,353 KB,.yeyo-memory/cards/d90344708ad3b33e.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0003_R0.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,133 KB,.yeyo-memory/cards/4939b794b1e4e28e.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0004_R2.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,108 KB,.yeyo-memory/cards/f874a412400a624f.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0005_R2.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,110 KB,.yeyo-memory/cards/fe14dfbcfa8b6ff5.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0006_R1.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,318 KB,.yeyo-memory/cards/ccca9e7adebec640.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0007_R2.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,47 KB,.yeyo-memory/cards/5714abc82abd5d9e.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0008_R3.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,54 KB,.yeyo-memory/cards/41679e8918d335bd.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0009_R2.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,47 KB,.yeyo-memory/cards/2e12005c6d364642.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-57-70-0010_R1.pdf,4521-ESP-AGE-57-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,99 KB,.yeyo-memory/cards/b59793527f6e5499.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0001_R3.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,56 KB,.yeyo-memory/cards/b708d2984c3c80d7.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0002_R3.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,112 KB,.yeyo-memory/cards/9d95187363f5f5bf.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0003_R2.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,55 KB,.yeyo-memory/cards/cd162c17fcfb7944.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0005_R2.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,126 KB,.yeyo-memory/cards/e3e593b0eb683681.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0006_R1.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,78 KB,.yeyo-memory/cards/7e447484e1e0f3d2.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0011_R1.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,65 KB,.yeyo-memory/cards/ccfd6c3f1dbf82be.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0013_R0.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,65 KB,.yeyo-memory/cards/50f4cc57a6b7ed41.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0015_R2.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,87 KB,.yeyo-memory/cards/a88a0d7f3a79d1d3.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0016_R2.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,82 KB,.yeyo-memory/cards/2345c872794ff09a.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-58-70-0020_R0.pdf,4521-ESP-AGE-58-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,46 KB,.yeyo-memory/cards/c2637edb3d94a6bc.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-67-70-0022_R1.pdf,4521-ESP-AGE-67-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,66 KB,.yeyo-memory/cards/5416c3b3c0497e05.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0001_R1.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,47 KB,.yeyo-memory/cards/3b2183a9c82cff72.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0002_R1.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,55 KB,.yeyo-memory/cards/43ffea2ff1c93410.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0003_R1.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,50 KB,.yeyo-memory/cards/99e6e34b77043fac.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0004_R1.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,58 KB,.yeyo-memory/cards/fb92134dc16f94b2.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0005_R0.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,64 KB,.yeyo-memory/cards/1f8a577595273971.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0006_R1.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,165 KB,.yeyo-memory/cards/d82f8f9cd0f6a9b0.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-74-70-0007_R0.pdf,4521-ESP-AGE-74-70-,,P&ID / diagrama de proceso,ok,ok,01 GD AE,384 KB,.yeyo-memory/cards/6e41e19b0724f73d.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N004.pdf,4521-PLN-AGE-00-70-N004,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,188 KB,.yeyo-memory/cards/f8734ad8ae5ba36c.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N005.pdf,4521-PLN-AGE-00-70-N005,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,1.4 MB,.yeyo-memory/cards/8d44408b65983652.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N006.pdf,4521-PLN-AGE-00-70-N006,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,1.2 MB,.yeyo-memory/cards/17d7c03e59a5a8fe.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N007.pdf,4521-PLN-AGE-00-70-N007,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,120 KB,.yeyo-memory/cards/17e3434ecf31d728.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N008.pdf,4521-PLN-AGE-00-70-N008,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,604 KB,.yeyo-memory/cards/2b445602f9fd83a5.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P483.pdf,4521-PLN-AGE-67-71-P483,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,212 KB,.yeyo-memory/cards/e00e1f914b98c73b.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P484.pdf,4521-PLN-AGE-67-71-P484,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,182 KB,.yeyo-memory/cards/60d50cce461b39c7.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P485.pdf,4521-PLN-AGE-67-71-P485,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,194 KB,.yeyo-memory/cards/9eaf32161d317c88.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P493_Rev01.pdf,4521-PLN-AGE-67-71-,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,1.9 MB,.yeyo-memory/cards/5fb938dcfd49207d.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-68-71-P272_rev04_Hot tank.pdf,4521-PLN-AGE-68-71-,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,1.4 MB,.yeyo-memory/cards/15e5b1e412a37666.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-I001.pdf,4521-PLN-ANC-00-70-I001,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,173 KB,.yeyo-memory/cards/c1b1beeb3e0d305e.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N001.pdf,4521-PLN-ANC-00-70-N001,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,60 KB,.yeyo-memory/cards/b1247990fb0fd3e1.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N002.pdf,4521-PLN-ANC-00-70-N002,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,74 KB,.yeyo-memory/cards/274c2c776f389ff3.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N003.pdf,4521-PLN-ANC-00-70-N003,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,1.2 MB,.yeyo-memory/cards/4d5dbf2b825f091e.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P480.pdf,4521-PLN-ANC-67-71-P480,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,197 KB,.yeyo-memory/cards/9b69babdbe646185.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P481.pdf,4521-PLN-ANC-67-71-P481,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,1.9 MB,.yeyo-memory/cards/f8e6ba5f996de2a8.json
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P482.pdf,4521-PLN-ANC-67-71-P482,,P&ID / diagrama de proceso,tagged_plan,tagged_plan,12 As Built TES 6,267 KB,.yeyo-memory/cards/bdf55b3ff8ec2db0.json
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P273-GAR_Rev01.pdf,4521-PLN-AEE-68-71-P273,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,268 KB,.yeyo-memory/cards/7217abb062347831.json
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P274-GAR_Rev03.pdf,4521-PLN-AEE-68-71-P274,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,170 KB,.yeyo-memory/cards/f3440c00219f7884.json
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P278-GAR_Rev06.pdf,4521-PLN-AEE-68-71-P278,,P&ID / diagrama de proceso,ok,ok,12 As Built TES 6,197 KB,.yeyo-memory/cards/9736fd0a750e73ba.json
